-1 1:0 2:21 3:30 4:0.0 5:0.0 6:0.0 7:0.411764705882 8:0.588235294118
-1 1:0 2:54 3:190 4:0.0 5:0.0 6:0.0 7:0.22131147541 8:0.77868852459
-1 1:1 2:80 3:22 4:0.00970873786408 5:0.0123456790123 6:0.0434782608696 7:0.776699029126 8:0.21359223301
-1 1:0 2:23 3:179 4:0.0 5:0.0 6:0.0 7:0.113861386139 8:0.886138613861
-1 1:8 2:30 3:12 4:0.16 5:0.210526315789 6:0.4 7:0.6 8:0.24
-1 1:0 2:13 3:37 4:0.0 5:0.0 6:0.0 7:0.26 8:0.74
-1 1:1 2:160 3:543 4:0.00142045454545 5:0.00621118012422 6:0.00183823529412 7:0.227272727273 8:0.771306818182
-1 1:0 2:11 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:3 2:75 3:106 4:0.0163043478261 5:0.0384615384615 6:0.0275229357798 7:0.407608695652 8:0.576086956522
-1 1:11 2:123 3:133 4:0.0411985018727 5:0.0820895522388 6:0.0763888888889 7:0.460674157303 8:0.498127340824
-1 1:0 2:33 3:9 4:0.0 5:0.0 6:0.0 7:0.785714285714 8:0.214285714286
-1 1:1 2:50 3:17 4:0.0147058823529 5:0.0196078431373 6:0.0555555555556 7:0.735294117647 8:0.25
-1 1:0 2:10 3:372 4:0.0 5:0.0 6:0.0 7:0.0261780104712 8:0.973821989529
-1 1:6 2:350 3:21 4:0.0159151193634 5:0.0168539325843 6:0.222222222222 7:0.928381962865 8:0.0557029177719
-1 1:0 2:106 3:22 4:0.0 5:0.0 6:0.0 7:0.828125 8:0.171875
-1 1:0 2:4 3:12 4:0.0 5:0.0 6:0.0 7:0.25 8:0.75
-1 1:0 2:39 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:6 2:43 3:51 4:0.06 5:0.122448979592 6:0.105263157895 7:0.43 8:0.51
-1 1:0 2:62 3:22 4:0.0 5:0.0 6:0.0 7:0.738095238095 8:0.261904761905
-1 1:0 2:47 3:33 4:0.0 5:0.0 6:0.0 7:0.5875 8:0.4125
-1 1:0 2:5 3:4 4:0.0 5:0.0 6:0.0 7:0.555555555556 8:0.444444444444
-1 1:0 2:117 3:114 4:0.0 5:0.0 6:0.0 7:0.506493506494 8:0.493506493506
-1 1:6 2:111 3:363 4:0.0125 5:0.0512820512821 6:0.0162601626016 7:0.23125 8:0.75625
-1 1:45 2:357 3:9 4:0.109489051095 5:0.111940298507 6:0.833333333333 7:0.868613138686 8:0.021897810219
-1 1:1 2:47 3:194 4:0.00413223140496 5:0.0208333333333 6:0.00512820512821 7:0.194214876033 8:0.801652892562
-1 1:0 2:0 3:31 4:0.0 5:0 6:0.0 7:0.0 8:1.0
-1 1:0 2:3 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:3 2:57 3:18 4:0.0384615384615 5:0.05 6:0.142857142857 7:0.730769230769 8:0.230769230769
-1 1:0 2:13 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:0 2:30 3:10 4:0.0 5:0.0 6:0.0 7:0.75 8:0.25
-1 1:0 2:2 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:0 2:16 3:34 4:0.0 5:0.0 6:0.0 7:0.32 8:0.68
-1 1:22 2:49 3:122 4:0.113989637306 5:0.30985915493 6:0.152777777778 7:0.253886010363 8:0.632124352332
-1 1:0 2:427 3:5 4:0.0 5:0.0 6:0.0 7:0.988425925926 8:0.0115740740741
-1 1:0 2:4 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:1 2:1 3:2 4:0.25 5:0.5 6:0.333333333333 7:0.25 8:0.5
-1 1:0 2:51 3:7 4:0.0 5:0.0 6:0.0 7:0.879310344828 8:0.120689655172
-1 1:11 2:60 3:12 4:0.132530120482 5:0.154929577465 6:0.478260869565 7:0.722891566265 8:0.144578313253
-1 1:0 2:87 3:3 4:0.0 5:0.0 6:0.0 7:0.966666666667 8:0.0333333333333
-1 1:44 2:80 3:224 4:0.126436781609 5:0.354838709677 6:0.164179104478 7:0.229885057471 8:0.64367816092
-1 1:0 2:125 3:5 4:0.0 5:0.0 6:0.0 7:0.961538461538 8:0.0384615384615
-1 1:0 2:1 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:8 2:73 3:6 4:0.0919540229885 5:0.0987654320988 6:0.571428571429 7:0.83908045977 8:0.0689655172414
-1 1:6 2:51 3:43 4:0.06 5:0.105263157895 6:0.122448979592 7:0.51 8:0.43
-1 1:0 2:85 3:370 4:0.0 5:0.0 6:0.0 7:0.186813186813 8:0.813186813187
-1 1:13 2:121 3:14 4:0.0878378378378 5:0.0970149253731 6:0.481481481481 7:0.817567567568 8:0.0945945945946
-1 1:0 2:6 3:36 4:0.0 5:0.0 6:0.0 7:0.142857142857 8:0.857142857143
-1 1:0 2:21 3:78 4:0.0 5:0.0 6:0.0 7:0.212121212121 8:0.787878787879
-1 1:0 2:114 3:21 4:0.0 5:0.0 6:0.0 7:0.844444444444 8:0.155555555556
-1 1:0 2:0 3:34 4:0.0 5:0 6:0.0 7:0.0 8:1.0
-1 1:0 2:11 3:37 4:0.0 5:0.0 6:0.0 7:0.229166666667 8:0.770833333333
-1 1:1 2:9 3:56 4:0.0151515151515 5:0.1 6:0.0175438596491 7:0.136363636364 8:0.848484848485
-1 1:12 2:36 3:119 4:0.0718562874251 5:0.25 6:0.0916030534351 7:0.215568862275 8:0.712574850299
-1 1:0 2:82 3:29 4:0.0 5:0.0 6:0.0 7:0.738738738739 8:0.261261261261
-1 1:1 2:16 3:149 4:0.00602409638554 5:0.0588235294118 6:0.00666666666667 7:0.0963855421687 8:0.897590361446
-1 1:0 2:13 3:1 4:0.0 5:0.0 6:0.0 7:0.928571428571 8:0.0714285714286
-1 1:2 2:10 3:86 4:0.0204081632653 5:0.166666666667 6:0.0227272727273 7:0.102040816327 8:0.877551020408
-1 1:1 2:29 3:10 4:0.025 5:0.0333333333333 6:0.0909090909091 7:0.725 8:0.25
-1 1:3 2:5 3:12 4:0.15 5:0.375 6:0.2 7:0.25 8:0.6
-1 1:0 2:8 3:2 4:0.0 5:0.0 6:0.0 7:0.8 8:0.2
-1 1:1 2:150 3:17 4:0.00595238095238 5:0.00662251655629 6:0.0555555555556 7:0.892857142857 8:0.10119047619
-1 1:25 2:11 3:167 4:0.12315270936 5:0.694444444444 6:0.130208333333 7:0.0541871921182 8:0.822660098522
-1 1:8 2:123 3:203 4:0.0239520958084 5:0.0610687022901 6:0.0379146919431 7:0.368263473054 8:0.607784431138
-1 1:0 2:15 3:158 4:0.0 5:0.0 6:0.0 7:0.0867052023121 8:0.913294797688
-1 1:0 2:57 3:60 4:0.0 5:0.0 6:0.0 7:0.487179487179 8:0.512820512821
-1 1:0 2:96 3:525 4:0.0 5:0.0 6:0.0 7:0.154589371981 8:0.845410628019
-1 1:0 2:11 3:4 4:0.0 5:0.0 6:0.0 7:0.733333333333 8:0.266666666667
-1 1:0 2:1349 3:192 4:0.0 5:0.0 6:0.0 7:0.875405580792 8:0.124594419208
-1 1:0 2:40 3:32 4:0.0 5:0.0 6:0.0 7:0.555555555556 8:0.444444444444
-1 1:0 2:9 3:38 4:0.0 5:0.0 6:0.0 7:0.191489361702 8:0.808510638298
-1 1:0 2:13 3:182 4:0.0 5:0.0 6:0.0 7:0.0666666666667 8:0.933333333333
-1 1:0 2:9 3:129 4:0.0 5:0.0 6:0.0 7:0.0652173913043 8:0.934782608696
-1 1:31 2:274 3:426 4:0.0424076607387 5:0.101639344262 6:0.0678336980306 7:0.374829001368 8:0.582763337893
-1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0
-1 1:0 2:4 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:0 2:144 3:12 4:0.0 5:0.0 6:0.0 7:0.923076923077 8:0.0769230769231
-1 1:0 2:13 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:0 2:131 3:93 4:0.0 5:0.0 6:0.0 7:0.584821428571 8:0.415178571429
-1 1:0 2:13 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:28 2:59 3:41 4:0.21875 5:0.32183908046 6:0.405797101449 7:0.4609375 8:0.3203125
-1 1:0 2:147 3:57 4:0.0 5:0.0 6:0.0 7:0.720588235294 8:0.279411764706
-1 1:0 2:88 3:4 4:0.0 5:0.0 6:0.0 7:0.95652173913 8:0.0434782608696
-1 1:0 2:0 3:62 4:0.0 5:0 6:0.0 7:0.0 8:1.0
-1 1:0 2:76 3:9 4:0.0 5:0.0 6:0.0 7:0.894117647059 8:0.105882352941
-1 1:7 2:30 3:164 4:0.0348258706468 5:0.189189189189 6:0.0409356725146 7:0.149253731343 8:0.81592039801
-1 1:0 2:52 3:11 4:0.0 5:0.0 6:0.0 7:0.825396825397 8:0.174603174603
-1 1:1 2:84 3:87 4:0.00581395348837 5:0.0117647058824 6:0.0113636363636 7:0.488372093023 8:0.505813953488
-1 1:0 2:11 3:1 4:0.0 5:0.0 6:0.0 7:0.916666666667 8:0.0833333333333
-1 1:0 2:125 3:431 4:0.0 5:0.0 6:0.0 7:0.224820143885 8:0.775179856115
-1 1:0 2:7 3:17 4:0.0 5:0.0 6:0.0 7:0.291666666667 8:0.708333333333
-1 1:0 2:117 3:78 4:0.0 5:0.0 6:0.0 7:0.6 8:0.4
-1 1:0 2:55 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:0 2:18 3:170 4:0.0 5:0.0 6:0.0 7:0.0957446808511 8:0.904255319149
-1 1:4 2:454 3:92 4:0.00727272727273 5:0.00873362445415 6:0.0416666666667 7:0.825454545455 8:0.167272727273
-1 1:1 2:269 3:37 4:0.00325732899023 5:0.0037037037037 6:0.0263157894737 7:0.876221498371 8:0.120521172638
-1 1:2 2:8 3:83 4:0.0215053763441 5:0.2 6:0.0235294117647 7:0.0860215053763 8:0.89247311828
-1 1:0 2:0 3:4 4:0.0 5:0 6:0.0 7:0.0 8:1.0
-1 1:2 2:7 3:239 4:0.00806451612903 5:0.222222222222 6:0.00829875518672 7:0.0282258064516 8:0.963709677419
-1 1:0 2:32 3:43 4:0.0 5:0.0 6:0.0 7:0.426666666667 8:0.573333333333
-1 1:20 2:60 3:288 4:0.054347826087 5:0.25 6:0.0649350649351 7:0.163043478261 8:0.782608695652
-1 1:3 2:71 3:305 4:0.00791556728232 5:0.0405405405405 6:0.00974025974026 7:0.187335092348 8:0.804749340369
-1 1:0 2:18 3:4 4:0.0 5:0.0 6:0.0 7:0.818181818182 8:0.181818181818
-1 1:0 2:2 3:69 4:0.0 5:0.0 6:0.0 7:0.0281690140845 8:0.971830985915
-1 1:2 2:32 3:220 4:0.00787401574803 5:0.0588235294118 6:0.00900900900901 7:0.125984251969 8:0.866141732283
-1 1:0 2:2 3:27 4:0.0 5:0.0 6:0.0 7:0.0689655172414 8:0.931034482759
-1 1:0 2:30 3:5 4:0.0 5:0.0 6:0.0 7:0.857142857143 8:0.142857142857
-1 1:12 2:107 3:22 4:0.0851063829787 5:0.100840336134 6:0.352941176471 7:0.758865248227 8:0.156028368794
-1 1:0 2:9 3:658 4:0.0 5:0.0 6:0.0 7:0.0134932533733 8:0.986506746627
-1 1:0 2:65 3:9 4:0.0 5:0.0 6:0.0 7:0.878378378378 8:0.121621621622
-1 1:0 2:1 3:213 4:0.0 5:0.0 6:0.0 7:0.00467289719626 8:0.995327102804
-1 1:0 2:554 3:1349 4:0.0 5:0.0 6:0.0 7:0.291119285339 8:0.708880714661
-1 1:14 2:47 3:105 4:0.0843373493976 5:0.229508196721 6:0.117647058824 7:0.28313253012 8:0.632530120482
-1 1:0 2:2 3:14 4:0.0 5:0.0 6:0.0 7:0.125 8:0.875
-1 1:0 2:26 3:12 4:0.0 5:0.0 6:0.0 7:0.684210526316 8:0.315789473684
-1 1:0 2:2 3:21 4:0.0 5:0.0 6:0.0 7:0.0869565217391 8:0.913043478261
-1 1:10 2:143 3:155 4:0.0324675324675 5:0.0653594771242 6:0.0606060606061 7:0.464285714286 8:0.503246753247
-1 1:0 2:9 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:1 2:12 3:57 4:0.0142857142857 5:0.0769230769231 6:0.0172413793103 7:0.171428571429 8:0.814285714286
-1 1:0 2:48 3:189 4:0.0 5:0.0 6:0.0 7:0.20253164557 8:0.79746835443
-1 1:0 2:14 3:11 4:0.0 5:0.0 6:0.0 7:0.56 8:0.44
-1 1:0 2:16 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:1 2:355 3:3 4:0.00278551532033 5:0.00280898876404 6:0.25 7:0.988857938719 8:0.008356545961
-1 1:0 2:147 3:1 4:0.0 5:0.0 6:0.0 7:0.993243243243 8:0.00675675675676
-1 1:0 2:196 3:5 4:0.0 5:0.0 6:0.0 7:0.975124378109 8:0.0248756218905
-1 1:0 2:1 3:17 4:0.0 5:0.0 6:0.0 7:0.0555555555556 8:0.944444444444
-1 1:0 2:47 3:25 4:0.0 5:0.0 6:0.0 7:0.652777777778 8:0.347222222222
-1 1:0 2:1 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:0 2:260 3:0 4:0.0 5:0.0 6:0 7:1.0 8:0.0
-1 1:0 2:190 3:48 4:0.0 5:0.0 6:0.0 7:0.798319327731 8:0.201680672269
-1 1:0 2:0 3:37 4:0.0 5:0 6:0.0 7:0.0 8:1.0
-1 1:18 2:30 3:188 4:0.0762711864407 5:0.375 6:0.0873786407767 7:0.127118644068 8:0.796610169492
-1 1:2 2:7 3:79 4:0.0227272727273 5:0.222222222222 6:0.0246913580247 7:0.0795454545455 8:0.897727272727
-1 1:0 2:64 3:197 4:0.0 5:0.0 6:0.0 7:0.245210727969 8:0.754789272031
